ZIP code,State,City,Average annual cost,Percent difference from national average
08346,New Jersey,Newtonville,1093,-42
08347,New Jersey,Norma,1028,-46
08348,New Jersey,Port Elizabeth,1073,-43
08349,New Jersey,Port Norris,1076,-43
08350,New Jersey,Richland,1079,-43
08353,New Jersey,Shiloh,1030,-46
08360,New Jersey,Vineland,1069,-44
08361,New Jersey,Vineland,1078,-43
08401,New Jersey,Atlantic City,1491,-21
08402,New Jersey,Margate City,1457,-23
08403,New Jersey,Longport,1449,-24
08406,New Jersey,Ventnor City,1440,-24
08501,New Jersey,Allentown,906,-52
08502,New Jersey,Belle Mead,752,-60
08504,New Jersey,Blawenburg,756,-60
08505,New Jersey,Bordentown,998,-47
08510,New Jersey,Millstone Township,924,-51
08511,New Jersey,Cookstown,956,-50
08512,New Jersey,Cranbury,811,-57
08514,New Jersey,Cream Ridge,913,-52
08515,New Jersey,Chesterfield,930,-51
08518,New Jersey,Florence,1010,-47
08520,New Jersey,Hightstown,807,-58
08525,New Jersey,Hopewell,782,-59
08526,New Jersey,Imlaystown,863,-55
08527,New Jersey,Jackson,951,-50
08528,New Jersey,Kingston,764,-60
08530,New Jersey,Lambertville,744,-61
08533,New Jersey,New Egypt,971,-49
08534,New Jersey,Pennington,795,-58
08535,New Jersey,Millstone Township,923,-51
08536,New Jersey,Princeton Meadows,819,-57
08540,New Jersey,Princeton,777,-59
08542,New Jersey,Princeton,782,-59
08544,New Jersey,Princeton,747,-61
08550,New Jersey,Princeton Junction,793,-58
08551,New Jersey,Ringoes,733,-61
08553,New Jersey,Rocky Hill,762,-60
08554,New Jersey,Roebling,1027,-46
08555,New Jersey,Roosevelt,944,-50
08556,New Jersey,Rosemont,729,-62
08557,New Jersey,Sergeantsville,718,-62
08558,New Jersey,Skillman,758,-60
08559,New Jersey,Stockton,737,-61
08560,New Jersey,Titusville,791,-58
08561,New Jersey,Windsor,781,-59
08562,New Jersey,Wrightstown,959,-49
08608,New Jersey,Trenton,1045,-45
08609,New Jersey,Trenton,1071,-44
08610,New Jersey,Trenton,951,-50
08611,New Jersey,Trenton,1069,-44
08618,New Jersey,Trenton,1032,-46
08619,New Jersey,Trenton,937,-51
08620,New Jersey,Yardville,886,-53
08628,New Jersey,Trenton,935,-51
08629,New Jersey,Trenton,1043,-45
08638,New Jersey,Trenton,1034,-46
08640,New Jersey,Fort Dix,1027,-46
08641,New Jersey,McGuire AFB,1024,-46
08648,New Jersey,Lawrence Township,849,-55
08690,New Jersey,Hamilton Square,880,-54
08691,New Jersey,Trenton,933,-51
08701,New Jersey,Lakewood,1009,-47
08720,New Jersey,Allenwood,1104,-42
08721,New Jersey,Bayville,1181,-38
08722,New Jersey,Beachwood,1055,-44
08723,New Jersey,Brick,1141,-40
08724,New Jersey,Brick,1185,-38
08730,New Jersey,Brielle,1169,-38
08731,New Jersey,Forked River,1136,-40
08732,New Jersey,Island Heights,1171,-38
08733,New Jersey,Lakehurst,963,-49
08734,New Jersey,Lanoka Harbor,1182,-38
08735,New Jersey,Lavallette,1337,-30
08736,New Jersey,Manasquan,1169,-38
08738,New Jersey,Mantoloking,1298,-32
08739,New Jersey,Normandy Beach,1333,-30
08740,New Jersey,Ocean Gate,1229,-35
08741,New Jersey,Pine Beach,1113,-41
08742,New Jersey,Point Pleasant,1222,-36
08750,New Jersey,Sea Girt,1228,-35
08751,New Jersey,Seaside Heights,1325,-30
08752,New Jersey,Seaside Park,1367,-28
08753,New Jersey,Toms River,1156,-39
08755,New Jersey,Toms River,1037,-45
08757,New Jersey,Holiday City-Berkeley,994,-48
08758,New Jersey,Waretown,1173,-38
08759,New Jersey,Manchester Township,954,-50
08801,New Jersey,Annandale,711,-63
08802,New Jersey,Asbury,733,-61
08803,New Jersey,Baptistown,712,-63
08804,New Jersey,Bloomsbury,741,-61
08805,New Jersey,Bound Brook,781,-59
08807,New Jersey,Bradley Gardens,738,-61
08808,New Jersey,Broadway,739,-61
08809,New Jersey,Clinton,727,-62
08810,New Jersey,Dayton,817,-57
08812,New Jersey,Dunellen,802,-58
08816,New Jersey,East Brunswick,827,-56
08817,New Jersey,Edison,802,-58
08820,New Jersey,Edison,800,-58
08821,New Jersey,Flagtown,761,-60
08822,New Jersey,Flemington,707,-63
08823,New Jersey,Franklin Park,794,-58
08824,New Jersey,Kendall Park,815,-57
08825,New Jersey,Frenchtown,726,-62
08826,New Jersey,Glen Gardner,725,-62
08827,New Jersey,Hampton,739,-61
08828,New Jersey,Helmetta,828,-56
08829,New Jersey,High Bridge,731,-62
08830,New Jersey,Iselin,818,-57
08831,New Jersey,Monroe Township,831,-56
08832,New Jersey,Keasbey,842,-56
08833,New Jersey,Lebanon,751,-60
08834,New Jersey,Little York,710,-63
08835,New Jersey,Manville,773,-59
08836,New Jersey,Martinsville,750,-61
08837,New Jersey,Edison,822,-57
08840,New Jersey,Metuchen,831,-56
08844,New Jersey,Hillsborough,762,-60
08846,New Jersey,Middlesex,815,-57
08848,New Jersey,Milford,739,-61
08850,New Jersey,Milltown,812,-57
08852,New Jersey,Monmouth Junction,820,-57
08853,New Jersey,Neshanic Station,755,-60
08854,New Jersey,Piscataway,812,-57
08857,New Jersey,Old Bridge,845,-56
08858,New Jersey,Oldwick,741,-61
08859,New Jersey,Parlin,858,-55
08861,New Jersey,Perth Amboy,867,-54
08863,New Jersey,Fords,835,-56
08865,New Jersey,Phillipsburg,758,-60
08867,New Jersey,Pittstown,731,-62
08868,New Jersey,Quakertown,710,-63
08869,New Jersey,Raritan,763,-60
08872,New Jersey,Sayreville,850,-55
08873,New Jersey,Somerset,782,-59
08876,New Jersey,Somerville,753,-60
08879,New Jersey,South Amboy,881,-54
08880,New Jersey,South Bound Brook,788,-59
08882,New Jersey,South River,836,-56
08884,New Jersey,Spotswood,835,-56
08885,New Jersey,Stanton,742,-61
08886,New Jersey,Greenwich,748,-61
08887,New Jersey,Three Bridges,721,-62
08888,New Jersey,Whitehouse,717,-62
08889,New Jersey,Whitehouse Station,720,-62
08890,New Jersey,Zarephath,738,-61
08899,New Jersey,Edison,805,-58
08901,New Jersey,New Brunswick,856,-55
08902,New Jersey,North Brunswick,818,-57
08904,New Jersey,Highland Park,835,-56
10001,New York,New York,1870,-2
10002,New York,New York,1851,-3
10003,New York,New York,1872,-1
10004,New York,New York,1839,-3
10005,New York,New York,1872,-1
10006,New York,New York,1857,-2
10007,New York,New York,1872,-1
10009,New York,New York,1851,-3
10010,New York,New York,1856,-2
10011,New York,New York,1856,-2
10012,New York,New York,1850,-3
10013,New York,New York,1872,-1
10014,New York,New York,1856,-2
10016,New York,New York,1857,-2
10017,New York,New York,1856,-2
10018,New York,New York,1871,-1
10019,New York,New York,1857,-2
10020,New York,New York,1844,-3
10021,New York,New York,1880,-1
10022,New York,New York,1865,-2
10023,New York,New York,1860,-2
10024,New York,New York,1847,-3
10025,New York,New York,1862,-2
10026,New York,New York,1855,-2
10027,New York,New York,1875,-1
10028,New York,New York,1868,-2
10029,New York,New York,1875,-1
10030,New York,New York,1854,-2
10031,New York,New York,1854,-2
10032,New York,New York,1854,-2
10033,New York,New York,1817,-4
10034,New York,New York,1824,-4
10035,New York,New York,1853,-2
10036,New York,New York,1851,-3
10037,New York,New York,1854,-2
10038,New York,New York,1872,-1
10039,New York,New York,1855,-2
10040,New York,New York,1824,-4
10041,New York,New York,1825,-4
10044,New York,New York,1870,-2
10045,New York,New York,1860,-2
10055,New York,New York,1868,-2
10060,New York,New York,1859,-2
10065,New York,New York,1858,-2
10069,New York,New York,1856,-2
10075,New York,New York,1859,-2
10090,New York,New York,1843,-3
10095,New York,New York,1843,-3
10103,New York,New York,1844,-3
10104,New York,New York,1844,-3
10105,New York,New York,1844,-3
10106,New York,New York,1844,-3
10107,New York,New York,1844,-3
10110,New York,New York,1844,-3
10111,New York,New York,1844,-3
10112,New York,New York,1844,-3
10115,New York,New York,1840,-3
10118,New York,New York,1793,-6
10119,New York,New York,1840,-3
10120,New York,New York,1840,-3
10121,New York,New York,1840,-3
10122,New York,New York,1840,-3
10123,New York,New York,1840,-3
10128,New York,New York,1868,-2
10151,New York,New York,1854,-2
10152,New York,New York,1854,-2
10153,New York,New York,1854,-2
10154,New York,New York,1854,-2
10155,New York,New York,1854,-2
10158,New York,New York,1842,-3
10161,New York,New York,1846,-3
10162,New York,New York,1865,-2
10165,New York,New York,1850,-3
10166,New York,New York,1850,-3
10167,New York,New York,1850,-3
10168,New York,New York,1850,-3
10169,New York,New York,1850,-3
10170,New York,New York,1850,-3
10171,New York,New York,1850,-3
10172,New York,New York,1846,-3
10173,New York,New York,1850,-3
10174,New York,New York,1850,-3
10175,New York,New York,1850,-3
10176,New York,New York,1850,-3
10177,New York,New York,1850,-3
10178,New York,New York,1842,-3
10199,New York,New York,1855,-2
10260,New York,New York,1846,-3
10265,New York,New York,1846,-3
10270,New York,New York,1846,-3
10271,New York,New York,1846,-3
10278,New York,New York,1850,-3
10279,New York,New York,1850,-3
10280,New York,New York,1858,-2
10281,New York,New York,1850,-3
10282,New York,New York,1853,-2
10301,New York,New York,1467,-23
10302,New York,New York,1455,-23
10303,New York,New York,1459,-23
10304,New York,New York,1469,-23
10305,New York,New York,1481,-22
10306,New York,New York,1485,-22
10307,New York,New York,1481,-22
10308,New York,New York,1472,-22
10309,New York,New York,1471,-23
10310,New York,New York,1464,-23
10311,New York,Staten Island,1461,-23
10312,New York,New York,1476,-22
10314,New York,New York,1457,-23
10451,New York,New York,1718,-10
10452,New York,New York,1711,-10
10453,New York,New York,1705,-10
10454,New York,New York,1718,-10
10455,New York,New York,1718,-10
10456,New York,New York,1710,-10
10457,New York,New York,1705,-10
10458,New York,New York,1706,-10
10459,New York,New York,1714,-10
10460,New York,New York,1705,-10
10461,New York,New York,1715,-10
10462,New York,New York,1730,-9
10463,New York,New York,1709,-10
10464,New York,New York,1745,-8
10465,New York,New York,1751,-8
10466,New York,New York,1719,-9
10467,New York,New York,1704,-10
10468,New York,New York,1704,-10
10469,New York,New York,1725,-9
10470,New York,New York,1707,-10
10471,New York,New York,1709,-10
10472,New York,New York,1705,-10
10473,New York,New York,1707,-10
10474,New York,New York,1717,-10
10475,New York,New York,1710,-10
10501,New York,Amawalk,1095,-42
10502,New York,Ardsley,1146,-40
10503,New York,Ardsley On Hudson,1132,-40
10504,New York,Armonk,1135,-40
10505,New York,Baldwin Place,1118,-41
10506,New York,Bedford,1154,-39
10507,New York,Bedford Hills,1082,-43
10509,New York,Brewster,1122,-41
10510,New York,Briarcliff Manor,1135,-40
10511,New York,Buchanan,1081,-43
10512,New York,Lake Carmel,1110,-42
10514,New York,Chappaqua,1139,-40
10516,New York,Cold Spring,1106,-42
10518,New York,Cross River,1101,-42
10519,New York,Croton Falls,1089,-43
10520,New York,Croton-on-Hudson,1071,-44
10522,New York,Dobbs Ferry,1146,-40
10523,New York,Elmsford,1136,-40
10524,New York,Garrison,1102,-42
10526,New York,Golden's Bridge,1099,-42
10527,New York,Granite Springs,1095,-42
10528,New York,Harrison,1192,-37
10530,New York,Hartsdale,1150,-39
10532,New York,Hawthorne,1131,-40
10533,New York,Irvington,1144,-40
10535,New York,Jefferson Valley,1095,-42
10536,New York,Katonah,1082,-43
10537,New York,Lake Peekskill,1111,-41
10538,New York,Larchmont,1190,-37
10541,New York,Mahopac,1121,-41
10542,New York,Mahopac Falls,1132,-40
10543,New York,Mamaroneck,1190,-37
10545,New York,Maryknoll,1075,-43
10546,New York,Millwood,1065,-44
10547,New York,Lake Mohegan,1086,-43
10548,New York,Montrose,1087,-43
10549,New York,Mount Kisco,1081,-43
10550,New York,Mount Vernon,1264,-33
10552,New York,Mount Vernon,1281,-33
10553,New York,Mount Vernon,1301,-31
10560,New York,North Salem,1100,-42
10562,New York,Ossining,1077,-43
10566,New York,Peekskill,1075,-43
10567,New York,Cortlandt Manor,1081,-43
10570,New York,Pleasantville,1132,-40
10573,New York,Port Chester,1184,-38
10576,New York,Pound Ridge,1157,-39
10577,New York,Purchase,1144,-40
10578,New York,Purdys,1083,-43
10579,New York,Putnam Valley,1125,-41
10580,New York,Rye,1186,-38
10583,New York,Scarsdale,1137,-40
10588,New York,Shrub Oak,1091,-43
10589,New York,Heritage Hills,1093,-42
10590,New York,South Salem,1102,-42
10591,New York,Tarrytown,1137,-40
10594,New York,Thornwood,1133,-40
10595,New York,Valhalla,1146,-40
10596,New York,Verplanck,1087,-43
10597,New York,Waccabuc,1082,-43
10598,New York,Jefferson Valley-Yorktown,1092,-42
10601,New York,White Plains,1145,-40
10603,New York,White Plains,1146,-40
10604,New York,West Harrison,1150,-39
10605,New York,White Plains,1144,-40
10606,New York,White Plains,1146,-40
10607,New York,White Plains,1150,-39
10701,New York,Yonkers,1235,-35
10703,New York,Yonkers,1234,-35
10704,New York,Yonkers,1240,-35
10705,New York,Yonkers,1255,-34
10706,New York,Hastings-on-Hudson,1167,-39
10707,New York,Tuckahoe,1168,-38
10708,New York,Yonkers,1221,-36
10709,New York,Eastchester,1157,-39
10710,New York,Yonkers,1226,-35
10801,New York,New Rochelle,1257,-34
10803,New York,Pelham,1193,-37
10804,New York,New Rochelle,1239,-35
10805,New York,New Rochelle,1252,-34
10901,New York,Suffern,1065,-44
10910,New York,Arden,1068,-44
10911,New York,Bear Mountain,1097,-42
10912,New York,Bellvale,1082,-43
10913,New York,Blauvelt,1070,-44
10915,New York,Bullville,1025,-46
10916,New York,Campbell Hall,1057,-44
10917,New York,Central Valley,1053,-45
10918,New York,Chester,1050,-45
10919,New York,Circleville,1059,-44
10920,New York,Congers,1064,-44
10921,New York,Florida,1047,-45
10922,New York,Fort Montgomery,1043,-45
10923,New York,Garnerville,1056,-44
10924,New York,Goshen,1043,-45
10925,New York,Greenwood Lake,1059,-44
10926,New York,Harriman,1055,-44
10927,New York,Haverstraw,1061,-44
10928,New York,Highland Falls,1040,-45
10930,New York,Highland Mills,1045,-45
10931,New York,Hillburn,1058,-44
10932,New York,Howells,1022,-46
10933,New York,Johnson,1047,-45
10940,New York,Middletown,1037,-45
10941,New York,Scotchtown,1050,-45
10950,New York,Monroe,1030,-46
10952,New York,Monsey,1060,-44
10953,New York,Mountainville,1032,-46
10954,New York,Nanuet,1062,-44
10956,New York,New City,1063,-44
10958,New York,New Hampton,1049,-45
10959,New York,New Milford,1059,-44
10960,New York,Nyack,1060,-44
10962,New York,Orangeburg,1062,-44
10963,New York,Otisville,1054,-44
10964,New York,Palisades,1062,-44
10965,New York,Pearl River,1060,-44
10968,New York,Piermont,1060,-44
10969,New York,Pine Island,1053,-45
10970,New York,Mount Ivy,1060,-44
10973,New York,Slate Hill,1052,-45
10974,New York,Sloatsburg,1063,-44
10975,New York,Southfields,1045,-45
10976,New York,Sparkill,1056,-44
10977,New York,Spring Valley,1061,-44
10979,New York,Sterling Forest,1039,-45
10980,New York,Stony Point,1061,-44
10981,New York,Sugar Loaf,1040,-45
10982,New York,Tallman,1053,-45
10983,New York,Tappan,1060,-44
10984,New York,Thiells,1064,-44
10985,New York,Thompson Ridge,1064,-44
10986,New York,Tomkins Cove,1059,-44
10987,New York,Tuxedo Park,1050,-45
10988,New York,Unionville,1056,-44
10989,New York,Valley Cottage,1059,-44
10990,New York,Warwick,1056,-44
10992,New York,Washingtonville,1044,-45
10993,New York,West Haverstraw,1058,-44
10994,New York,Bardonia,1064,-44
10996,New York,West Point,1051,-45
10998,New York,Westtown,1048,-45
11001,New York,Floral Park,1646,-13
11003,New York,Elmont,1698,-11
11004,New York,Glen Oaks,1591,-16
11005,New York,New York,1551,-18
11010,New York,Franklin Square,1700,-10
11020,New York,Lake Success,1638,-14
11021,New York,Great Neck Plaza,1640,-14
11023,New York,Great Neck,1639,-14
11024,New York,Great Neck,1636,-14
11030,New York,Manhasset,1594,-16
11040,New York,North New Hyde Park,1582,-17
11042,New York,New Hyde Park,1572,-17
11050,New York,Port Washington,1624,-14
11096,New York,Inwood,1756,-8
11101,New York,Long Island City,1580,-17
11102,New York,Astoria,1566,-18
11103,New York,Astoria,1566,-18
11104,New York,Sunnyside,1563,-18
11105,New York,Astoria,1575,-17
11106,New York,Astoria,1567,-17
11109,New York,Long Island City,1626,-14
11201,New York,New York,1675,-12
11203,New York,New York,1695,-11
11204,New York,New York,1720,-9
11205,New York,New York,1671,-12
11206,New York,New York,1687,-11
11207,New York,New York,1713,-10
11208,New York,New York,1709,-10
11209,New York,New York,1707,-10
11210,New York,New York,1726,-9
11211,New York,New York,1680,-12
11212,New York,New York,1693,-11
11213,New York,New York,1690,-11
11214,New York,New York,1742,-8
11215,New York,New York,1667,-12
11216,New York,New York,1685,-11
11217,New York,New York,1679,-12
11218,New York,New York,1691,-11
11219,New York,New York,1685,-11
11220,New York,New York,1682,-11
11221,New York,New York,1687,-11
11222,New York,New York,1664,-12
11223,New York,New York,1736,-9
11224,New York,New York,1738,-8
11225,New York,New York,1688,-11
11226,New York,New York,1707,-10
11228,New York,New York,1703,-10
11229,New York,New York,1740,-8
11230,New York,New York,1739,-8
11231,New York,New York,1674,-12
11232,New York,New York,1683,-11
11233,New York,New York,1690,-11
11234,New York,New York,1731,-9
11235,New York,New York,1739,-8
11236,New York,New York,1737,-9
11237,New York,New York,1666,-12
11238,New York,New York,1672,-12
11239,New York,New York,1722,-9
11241,New York,Brooklyn,1710,-10
11242,New York,Brooklyn,1710,-10
11243,New York,Brooklyn,1665,-12
11249,New York,Brooklyn,1720,-9
11251,New York,Brooklyn,1709,-10
11252,New York,Brooklyn,1710,-10
11256,New York,Brooklyn,1725,-9
11351,New York,Flushing,1616,-15
11354,New York,Flushing,1625,-14
11355,New York,Flushing,1593,-16
11356,New York,College Point,1609,-15
11357,New York,Whitestone,1613,-15
11358,New York,Flushing,1613,-15
11359,New York,Bayside,1649,-13
11360,New York,Bayside,1613,-15
11361,New York,Bayside,1624,-14
11362,New York,Little Neck,1623,-15
11363,New York,Little Neck,1627,-14
11364,New York,Oakland Gardens,1623,-15
11365,New York,Fresh Meadows,1589,-16
11366,New York,Fresh Meadows,1595,-16
11367,New York,Flushing,1585,-17
11368,New York,Corona,1578,-17
11369,New York,East Elmhurst,1571,-17
11370,New York,East Elmhurst,1585,-17
11371,New York,Flushing,1583,-17
11372,New York,Jackson Heights,1573,-17
11373,New York,Elmhurst,1583,-17
11374,New York,Rego Park,1582,-17
11375,New York,Forest Hills,1582,-17
11377,New York,Woodside,1575,-17
11378,New York,Maspeth,1565,-18
11379,New York,Middle Village,1569,-17
11385,New York,Ridgewood,1567,-17
11411,New York,Cambria Heights,1664,-12
11412,New York,Saint Albans,1661,-13
11413,New York,Springfield Gardens,1676,-12
11414,New York,Howard Beach,1648,-13
11415,New York,Kew Gardens,1600,-16
11416,New York,Ozone Park,1630,-14
11417,New York,Ozone Park,1641,-14
11418,New York,Richmond Hill,1629,-14
11419,New York,South Richmond Hill,1649,-13
11420,New York,South Ozone Park,1648,-13
11421,New York,Woodhaven,1640,-14
11422,New York,Rosedale,1679,-12
11423,New York,Hollis,1600,-16
11426,New York,New York,1587,-16
11427,New York,Queens Village,1593,-16
11428,New York,Queens Village,1596,-16
11429,New York,Queens Village,1640,-14
11430,New York,Jamaica,1677,-12
11432,New York,Jamaica,1595,-16
11433,New York,Jamaica,1641,-14
11434,New York,Jamaica,1660,-13
11435,New York,Jamaica,1641,-14
11436,New York,Jamaica,1652,-13
11439,New York,Jamaica,1577,-17
11451,New York,Jamaica,1632,-14
11501,New York,Mineola,1636,-14
11507,New York,Albertson,1591,-16
11509,New York,Atlantic Beach,1778,-6
11510,New York,Baldwin,1776,-6
11514,New York,Carle Place,1568,-17
11516,New York,Cedarhurst,1763,-7
11518,New York,East Rockaway,1792,-6
11520,New York,Freeport,1804,-5
11530,New York,Garden City,1595,-16
11542,New York,Glen Cove,1605,-15
11545,New York,Glenwood Landing,1585,-17
11548,New York,Brookville,1597,-16
11549,New York,Uniondale,1709,-10
11550,New York,Hempstead,1721,-9
11552,New York,West Hempstead,1709,-10
11553,New York,Uniondale,1726,-9
11554,New York,East Meadow,1727,-9
11556,New York,Uniondale,1715,-10
11557,New York,Hewlett,1788,-6
11558,New York,Island Park,1791,-6
11559,New York,Lawrence,1746,-8
11560,New York,Locust Valley,1586,-16
11561,New York,Long Beach,1787,-6
11563,New York,Lynbrook,1732,-9
11565,New York,Malverne,1727,-9
11566,New York,Merrick,1800,-5
11568,New York,Old Westbury,1612,-15
11569,New York,Point Lookout,1791,-6
11570,New York,Rockville Centre,1749,-8
11572,New York,Oceanside,1785,-6
11575,New York,Roosevelt,1763,-7
11576,New York,East Hills,1593,-16
11577,New York,Roslyn Heights,1576,-17
11579,New York,Sea Cliff,1614,-15
11580,New York,Valley Stream,1746,-8
11581,New York,Valley Stream,1737,-9
11590,New York,Westbury,1611,-15
11596,New York,Williston Park,1587,-16
11598,New York,Woodmere,1763,-7
11599,New York,Garden City,1613,-15
11691,New York,Far Rockaway,1715,-10
11692,New York,Arverne,1750,-8
11693,New York,Far Rockaway,1727,-9
